GrowerNumber,PreviousWorkbookName,PreviousPool,PreviousStatus,CurrentWorkbookName,CurrentPoolStarts,CurrentStatus,Category,OldAliasDisposition,PoolDisposition
5740,Mckie Area,GU,Active,Mckie Area CONV,GU,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5750,Mac & Cass-Gamble,GV,Active,MAC&CASS-GAMBLE CONV,GV,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5760,P&G-Deeded - 80,GX,Active,GEB P&G-DEEDED-80 CONV,GX,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5770,Sand Dunes,GY,Active,Sand Dunes CONV,GY,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5780,The John's Farm - TJF Lower,JT,Active,TJF LOWER CONV,JT,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5790,Bisbee Area,GZ,Active,BISBEE AREA CONV,GZ,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5800,JN,BU,Active,JN CONV,BU,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5810,CH - South Deer Farm,CD,Active,S. DEER CONV,CD,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5820,Brwstr Hghts Pckg - Crazy-North Tradup,BC,Active,BHP-CRAZY-N TUP CONV,BC,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5830,Repo - Deer Farm,RD,Active,REPO-DEER FARM CONV,RD,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5840,Escure Estate,EE,Active,CSD QUINCY-ESCURE CONV,EE,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5850,Shaun's Lease,SL,Active,CSDQUINCY-SHAUNS L CONV,SL,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5860,HINGER,WK,Active,HINGER CONV,WK,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5870,Robinson Lease,VE,Active,ROBINSON LEASE CONV,VE,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5880,WAKEFIELD,HI,Active,WAKEFIELD CONV,HI,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5890,GRENOVELD,RL,Active,GRENOVELD CONV,RL,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5900,Heath & Beacon,HB,Active,HEATH & BEACON CONV,HB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5910,COMSAT - FLAT 40,CF,Active,COMSAT - FLAT 40 CONV,CF,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5920,COMSAT - ROLLING HILLS,CM,Active,COMSAT-ROLLING H CONV,CM,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5930,COMSAT - NORTH COMSAT,CN,Active,COMSAT-N COMSAT CONV,CN,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5940,COMSAT-SOUTH COMSAT,CS,Active,COMSAT-S COMSAT CONV,CS,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5950,CRAZY - BELOW ROAD,CZ,Active,CRAZY - BELOW ROAD CONV,CZ,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5960,CRAZY - OLD FILL,CY,Active,CRAZY - OLD FILL CONV,CY,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5970,CRAZY - SOUTH LAGOON,LN,Active,CRAZY-SOUTH LAGOON CONV,LN,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
5980,CRAZY - EAST LAGOON,EN,Active,CRAZY-EAST LAGOON CONV,EN,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6000,Leave Open for WP Use,,Active,INACTIVE-WPP POOL,,Inactive,Newly inactive number,Retain old name only when production preflight confirms it remains unambiguous,
6100,McDonald Farm,MF,Active,MCDONALD RANCH CONV,MF,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6110,Valley View Farm,VV,Active,VALLEY VIEW FARM CONV,VV,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6120,Schneider Orchard,SN,Active,SCHNEIDER ORCHARD CONV,SN,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6130,Gallardo's Orchard,GE,Active,GAUDENCIO GALLARDO CONV,GE,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6140,Dion Farms,DF,Active,ADAM DION CONV,DF,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6150,Rafael Calderas,RC,Active,RAFAEL CALDERA CONV,RC,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6160,Alfredo Orchard,AL,Active,ALFREDO ORCHARD CONV,AL,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6170,Ochoa Farms,OF,Active,OCHOA FARMS CONV,OF,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6180,Miguel & Julie Alvarez Orchard,AV,Active,M & J Alvarez CONV,AV,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6190,D&A Zuniga Orchards,ZD,Active,D&A ZUNIGA ORCH CONV,ZD,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6200,Barajas-Pimentel Orchards,PO,Active,BARAJAS-PIMENTEL CONV,PO,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6210,Strand Apples-Hayes Ranch,S1,Active,STRAND A-HAYES R CONV,S1,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6215,Strand Apples-Tuttle RBM,S8,Active,STRAND A-TUTTLE RB CONV,S8,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6220,Strand Apples-Reprieve,S6,Active,STRAND A-REPRIEVE CONV,S6,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6225,Strand Apples-Strauss Lease,S9,Active,STRAND A-STRAUSS L CONV,S9,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6230,Strand Apples-Lazy H,S3,Active,STRAND A-LAZY H CONV,S3,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6235,STRAND APPLES-LINSE BO,A1,Active,STRAND A-LINSE BO CONV,A1,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6240,Strand Apples-3M,S4,Active,STRAND APPLES-3M CONV,S4,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6245,Strand Apples-Strain SBL,A2,Active,STRAND A-STRAIN SB CONV,A2,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6250,Strand Apples-Ellingson,S5,Active,STRAND A-ELLINGSON CONV,S5,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6255,,,Absent,STRAND A-WILBUR CONV,9S,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
6260,Fuller Orchards,D1,Active,FULLER ORCHARDS CONV,D1,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6265,,,Absent,B&D ORGANICS-FULLER ORG,Z1,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
6270,Strand Apples-Harrison,S7,Active,STRAND A-HARRISON CONV,S7,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6280,Martin Casto Riverside Orchard,M2,Active,M CASTO RIVERSIDE CONV,M2,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
6290,,,Absent,McCORMICK CONV,M3,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
6666,INACTIVE,,Inactive,INACTIVE,,Inactive,Still inactive,Not applicable,
8888,E BROWN & SONS - COSOLD,EC,Active,E BROWN & SONS - COSOLD,EC,Active,Unchanged number/name/status,Not applicable,
8999,EBS HOUSE LOT,EH,Active,EBS HOUSE LOT,EH,Active,Unchanged number/name/status,Not applicable,
9010,KUULEI ORCHARD,SK,Active,KUULEI ORCHARD CONV,SK,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9020,ROLOFF FARMS - GRANDAD,SG,Active,ROLOFF F-GRANDAD CONV,SG,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9030,ROLOFF FARMS - WEIS,R6,Active,ROLOFF FARMS-WEIS CONV,R6,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9040,DL & JJ FARMS - CLARENCE,DQ,Active,DL & JJ - CLARENCE CONV,DQ,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9050,DL & JJ FARMS - SUNNY,DW,Active,DL & JJ FRM-SUNNY CONV,DW,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9060,RODIGHIERO ORCHARDS,R7,Active,RODIGHIERO ORCH CONV,R7,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9070,RODIGHIERO ORCHARDS - KELLY PLACE,R8,Active,RODIGHIERO-KELLY P CONV,R8,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9080,MFR - M&D FARMS-CHUCKHOLE,MD,Active,MFR-M&D-CHUCKHOLE ORG,MD,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9081,,,Absent,MFR-MD-CHUCKHO ORG CHIL,EU,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9090,A WIES FARMS,AW,Active,A WIES FARMS CONV,AW,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9092,,,Absent,MFR-M&D-CHUCKHOLE CONV,HK,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9100,DL & JJ FARMS - HOME,DE,Active,DL & JJ FARMS-HOME CONV,DE,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9110,RIVER ROCK GROWERS,R9,Active,RIVER ROCK GRWRS CONV,R9,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9120,DANA DIBBLE,DT,Active,DANA DIBBLE CONV,DT,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9130,MFR - FUJI ORCHARDS,FH,Active,MFR - FUJI ORCH ORG,FH,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9131,,,Absent,MFR-FUJI ORCH ORG CHIL,9F,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9132,,,Absent,MFR - FUJI ORCH CONV,IE,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9140,"EMPEY ORCHARDS, INC.",EO,Active,EMPEY ORCHARDS CONV,EO,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9150,LAZY E ORCHARD,LZ,Active,LAZY E ORCHARD CONV,LZ,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9160,SAMS APPLES - WILSON,LQ,Active,SAMS A - WILSON ORG,LQ,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9161,,,Absent,SAMS A-WILSON ORG CHIL,HQ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9162,,,Absent,SAMS A - WILSON CONV,HW,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9170,KENT MCKAY,KE,Active,KENT MCKAY CONV,KE,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9180,MFR - GIBBONS/SAMS PL,GB,Active,MFR-GIBBONS/SAM ORG,GB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9181,,,Absent,MFR-GIBBON/SAM ORG CHIL,AP,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9182,,,Absent,MFR-GIBBONS/SAM CONV,ED,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9190,Sam's Apples Timmons,ST,Active,Sams A-Timmons ORG,ST,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9191,,,Absent,Sams A-Timmons ORG CHIL,IF,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9192,,,Absent,Sams A-Timmons CONV,ID,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9200,DL & JJ FARMS,DY,Active,DL & JJ KLEIN CONV,DY,Active,"Same number, new current name",Skip ambiguous old alias,
9201,,,Absent,DL & JJ KLEIN ORG,Z2,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9202,,,Absent,DL & JJ KLEIN ORG CHIL,Z3,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9210,NW COUNTRY MERCANTILE,NW,Active,NW CNTRY MERC CONV,NW,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9220,DL & JJ FARMS - FRY,DU,Active,DL & JJ FRY CONV,DU,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9221,,,Absent,DL & JJ FRY ORG,Z4,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9222,,,Absent,DL & JJ FRY ORG CHIL,Z5,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9230,SAM LEFORE FARMS - STILES,SF,Active,LEFORE F-STILES CONV,SF,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9240,JACK GREEN,JC,Active,JACK GREEN CONV,JC,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9250,ROLOFF FAMRS - GREEN,OQ,Active,ROLOFF FAMRS-GREEN CONV,OQ,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9260,ROLOFF FARMS - HOLADAY,OW,Active,ROLOFF F - HOLADAY CONV,OW,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9270,DL & JJ FARMS - WONDRA,WD,Active,DL & JJ - WONDRA CONV,WD,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9275,DL & JJ FARMS - HURLY,DH,Active,DL & JJ - HURLY CONV,DH,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9280,DL & JJ FARMS - GIBBON,WB,Active,DL & JJ - GIBBON CONV,WB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9285,DL & JJ FARMS - GRANT,DG,Active,DL & JJ - GRANT CONV,DG,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9290,DL & JJ FARMS - TRUMBULL,WT,Active,DL & JJ - TRUMBULL CONV,WT,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9300,DL & JJ FARMS - BRINKER,WR,Active,DL & JJ - BRINKER CONV,WR,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9310,MFR - BEVERLY SAMS HOME PLACE,BS,Active,MFR - B SAMS HOME ORG,BS,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9311,,,Absent,MFR-SAMS HOME ORG CHIL,EB,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9312,,,Absent,MFR - B SAMS HOME CONV,4B,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9320,ROLOFF FARMS - VALE,VL,Active,ROLOFF FARMS-VALE CONV,VL,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9330,W&H - L&E FLP,LE,Active,W&H - L&E FLP ORG,LE,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9331,W&H L&E AZTEC,LA,Active,W&H L&E AZTEC ORG,LA,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9332,,,Absent,W&H - L&E FLP ORG CHIL,WY,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9333,,,Absent,W&H - L&E FLP CONV,WU,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9334,,,Absent,W&H L&E AZTEC ORG CHIL,WL,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9335,,,Absent,W&H L&E AZTEC CONV,WJ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9340,MFR - RUIZ/SLUSARENKO,BK,Active,MFR-RUIZ/SLUSARE ORG,BK,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9341,,,Absent,MFR-RUIZ/SLUSA ORG CHIL,E4,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9342,,,Absent,MFR-RUIZ/SLUSARE CONV,E5,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9350,ROLOFF FARMS - NAGLE,RN,Active,ROLOFF FARM-NAGLE CONV,RN,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9360,MFR - GARY PETERSON,GP,Active,MFR - G PETERSON ORG,GP,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9361,,,Absent,MFR-G PETERSON ORG CHIL,G3,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9362,,,Absent,MFR - G PETERSON CONV,G4,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9370,MFR - POTTER/BRADFIELD,BT,Active,MFR-POTTER/BRADF ORG,BT,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9371,,,Absent,MFR-POTTR/BRAD ORG CHIL,EI,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9372,,,Absent,MFR-POTTER/BRADF CONV,HJ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9380,ROLOFF FARMS - GERRI,RO,Active,ROLOFF FARM-GERRI CONV,RO,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9390,MFR - HOOKER PL,BO,Active,MFR - HOOKER PL ORG,BO,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9391,,,Absent,MFR-HOOKER PL ORG CHIL,HZ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9392,,,Absent,MFR - HOOKER PL CONV,HX,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9395,MFR-TRUMBULL WILDFIRE,TW,Active,MFR-TRUMBULL WF ORG,TW,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9396,,,Absent,MFR-TRUMBULL W ORG CHIL,E6,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9397,,,Absent,MFR-TRUMBULL WF CONV,E7,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9400,MFR - STEPHENS PL,BP,Active,MFR - STEPHENS ORG,BP,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9401,,,Absent,MFR - STEPHENS ORG CHIL,AZ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9402,,,Absent,MFR - STEPHENS CONV,AX,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9405,SAMS APPLES,PS,Active,SAMS APPLES ORG,PS,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9406,SAM'S APPLES,P9,Active,SAMS APPLES ORG CHIL,P9,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9407,,,Absent,SAMS APPLES CONV,IJ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9410,MFR - FEIGNER PL/FUJI - West,BF,Active,MFR-FEIGN/FUJI-W ORG,BF,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9411,MFR - FEIGNER PL/FUJI - EAST,BI,Active,MFR-FEIGN/FUJI-E ORG,BI,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9412,,,Absent,MFR-FEI/FUJI-W ORG CHIL,AI,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9413,,,Absent,MFR-FEIGN/FUJI-W CONV,EF,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9414,,,Absent,MFR-FEI/FUJI-E ORG CHIL,AY,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9415,MFR - Roloff Premier,PR,Active,MFR -Roloff Prem ORG,PR,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9416,,,Absent,MFR-FEIGN/FUJI-E CONV,AU,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9417,,,Absent,MFR-Roloff Prm ORG CHIL,EJ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9418,,,Absent,MFR -Roloff Prem CONV,IZ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9420,MFR - RUIZ PLACE,BZ,Active,MFR - RUIZ PLACE ORG,BZ,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9421,,,Absent,MFR-RUIZ PLACE ORG CHIL,ZX,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9422,,,Absent,MFR - RUIZ PLACE CONV,ZZ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9430,MFR - BIXBY PL,BX,Active,MFR - BIXBY PL ORG,BX,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9431,,,Absent,MFR - BIXBY PL ORG CHIL,7B,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9432,,,Absent,MFR - BIXBY PL CONV,8B,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9440,MFR - FEIGNER/REDS,BG,Active,MFR - FEIGNR/RED ORG,BG,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9441,,,Absent,MFR-FEIGNR/RED ORG CHIL,F4,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9442,,,Absent,MFR - FEIGNR/RED CONV,F5,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9450,MFR - REESE HWY BLK 1,BN,Active,MFR-REESE HWY 1 ORG,BN,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9451,MFR - REESE HWY BLK 2,B4,Active,MFR-REESE HWY 2 ORG,B4,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9452,,,Absent,MFR-REESE H 1 ORG CHIL,HG,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9453,,,Absent,MFR-REESE HWY 1 CONV,IB,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9454,,,Absent,MFR-REESE H 2 ORG CHIL,HD,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9455,MFR - Leibbrand,LR,Active,MFR - Leibbrand ORG,LR,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9456,,,Absent,MFR-REESE HWY 2 CONV,E3,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9457,,,Absent,MFR-Leibbrand ORG CHIL,LJ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9458,,,Absent,MFR - Leibbrand CONV,LK,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9460,Sam's Apples Crockett,SC,Active,Sams A-Crockett ORG,SC,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9461,,,Absent,Sams A-Crocket ORG CHIL,IK,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9462,,,Absent,Sams A-Crockett CONV,HT,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9470,MFR - SASSER,SS,Active,MFR - SASSER ORG,SS,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9471,,,Absent,MFR - SASSER ORG CHIL,SJ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9472,,,Absent,MFR - SASSER CONV,SY,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9480,W&H - JOHN G PESCIALLO,JP,Active,W&H-JG PESCIALLO ORG,JP,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9481,,,Absent,W&H-PESCIALLO ORG CHIL,WH,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9482,,,Absent,W&H-JG PESCIALLO CONV,WF,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9490,DENNIS BURKS - PESCIALLO,DP,Active,D BURKS-PESCIALLO CONV,DP,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9500,W&H - PESCIALLO 20A,PB,Active,W&H-PESCLLO 20A ORG,PB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9501,,,Absent,W&H-PESCLLO 20 ORG CHIL,W2,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9502,,,Absent,W&H-PESCLLO 20A CONV,W3,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9510,MFR - TASH & BROWN,TB,Active,MFR - TASH & BRN ORG,TB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9511,,,Absent,MFR-TASH & BRN ORG CHIL,EZ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9512,,,Absent,MFR - TASH & BRN CONV,AM,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9520,W&H - MCCLELLAN FLLC - DRIP,MR,Active,W&H-MCCLELLAN-DRIP ORG,MR,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9521,,,Absent,W&H-MCCL-DRIP ORG CHIL,WA,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9522,,,Absent,W&H-MCCLELLAN-DRIP CONV,WI,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9530,W&H - MCCLELLAN FLLC YOUNG,MB,Active,W&H - MCCLELL-YOUNG ORG,MB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9531,,,Absent,W&H-MCCL-YOUNG ORG CHIL,W1,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9532,,,Absent,W&H-MCCLELL-YOUNG CONV,WO,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9540,MFR - L&E JOHNSON,LI,Active,MFR-L&E JOHNSON ORG,LI,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9541,,,Absent,MFR-L&E JOHNSN ORG CHIL,IC,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9542,,,Absent,MFR-L&E JOHNSON CONV,HL,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9550,MFR - BROWN HOME PL,BH,Active,MFR - BROWN HOME ORG,BH,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9551,,,Absent,MFR-BROWN HOME ORG CHIL,9B,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9552,,,Absent,MFR - BROWN HOME CONV,IQ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9560,MFR - DOUGHERTY,DO,Active,MFR - DOUGHERTY ORG,DO,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9561,,,Absent,MFR-DOUGHERTY ORG CHIL,D7,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9562,,,Absent,MFR - DOUGHERTY CONV,D8,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9570,MFR - NORRIS,NB,Active,MFR - NORRIS ORG,NB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
